web-scraper-order,web-scraper-start-url,job_title_link,job_title_link-href,job_title,Company,Salary,Date,job_description,pages,pages-href
"1628454986-1498","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=13","Data Quality Analyst","https://www.reed.co.uk/jobs/data-quality-analyst/43192518?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Data Quality Analyst","Proactive Appointments","£40,000 - £45,000 per annum","Posted 29 June by 

                        Proactive Appointments","Data Quality Analyst  Our client who are one of the longest standing members of the London Stock Exchange and one of the UK’s leading wealth management organisations, currently require a Data Quality Analyst who has a passion for all things Data. Working alongside other talented  professionals this will be a great opportunity for someone who wants to further their career in the Data field. This role will require the Data Quality Analyst to ensure a Data Governance framework exists that complies with our regulatory and statuary obligations, and to maintain and improve the quality and integrity of data from a tactical and strategic perspective,  which together will allow the firm to realise and maximise the value of data captured and collated. Role responsibilities:  Advocate and champion good data governance across the wider business.Contribute to and implement the Data Governance framework and strategy.Discover and troubleshoot quality issues through root cause analysis and remediation to ensure accuracy.Identification and categorisation of data sources and structures.Implementation of data quality metrics and rules through the creation and maintenance of data quality dashboards.Establishing a monitoring and tracking regime for quality issues using a continuous improvement mindset.Data integrity checking, reconciliation and exception reporting.Design and implementation of data management standards, policies and procedures, remediation plans and cleansing strategies.Root cause analysis of data corruption.Establishing master data ensuring a golden source of truth exists that is readily accessible for business consumption.Working with the Enterprise Architecture team to map data flows, integration points and user journeys.Promote and embed effective data governance and ownership with the business and key stakeholders.To provide subject matter assistance to business analysts/solutions architects in systems design and definition. Knowledge & Skills:  Proficiency working with operating systems, databases, applications such as SharePoint, Microsoft Office suite (especially Excel), MS Dynamics, IBM PowerCloud.Hands-on databases and query skills (SQL/DB2), ETL, scripting languages (PowerShell,VBA, Python) and application programming interfaces (APIs), data visualisation tools (Tableau, Power BI, TM1), and cloud-based services & environments.Understanding of database design (ERDs, Relational database management systems, logical data models, normalisation, data dictionary, SQL programming, SSIS, SSAS, SSRS) and the Software Development Lifecycle.Familiarity with data streaming technologies (Kafka).Exceptional analytical and problem-solving skills with attention to detail and comfortable interrogating large data sets.Extensive working knowledge with statistical and analytical tools and packages.Solid understanding of data, information analysis, mining and reporting techniques.Bachelor's degree in statistics, mathematics, computer science, information management, or similar.Any relevant vocational Data Management or Architecture vocational certification/qualification/accreditation desirable.Experience with ‘Big Data’ (data layers/warehouses/lakes), automation and emerging data science technologies.Prior experience in a Data Governance/Quality role with practical knowledge of key Data privacy legislation, such as GDPR. Data Quality Analyst  Due to the volume of applications received for positions, it will not be possible to respond to all applications and only applicants who are considered suitable for interview will be contacted.  Proactive Appointments Limited operates as an employment agency and employment business and is an equal opportunities organisation We take our obligations to protect your personal data very seriously.  Any information provided to us will be processed as detailed in our Privacy Notice, a copy of which can be found on our website http://proactive.it/privacy-notice/","",""
"1628454565-1335","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=20","Business Intelligence Data Analyst","https://www.reed.co.uk/jobs/business-intelligence-data-analyst/43212310?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Business Intelligence Data Analyst","Ocean Network Express (Europe) Ltd","£40,000 - £45,000 per annum","Posted 23 July by 

                        Ocean Network Express (Europe) Ltd","ONE is in the process of upgrading its entire global data infrastructure to a new Data Driven Enterprise (DDE) using products such as Google Looker, BigQuery and Google Cloud Platform toolsets to provide data driven solutions for business users. Ultimately,  ONE is striving to build a data centric culture. The role offers exciting opportunities for global project exposure and participation as part of this for the right candidate. The role will require candidates to come into the office at least three times a week in London (e14) even under a new Hybrid way of working. This is a new role and responsibilities may be subject to development beyond those stated herein. A flexible and supportive approach to all responsibilities within the department is required. As a Business Intelligence Data Analyst, you'll need to:  Work closely with a wide mix of business users across a wide variety of business functions to use data to propose solutions for effective data driven decision makingWork with large datasets to innovate and deliver reporting and dashboard capabilities into the business using Looker.Create clear reports that tell compelling stories about how customers or suppliers work with the business.Use own commercial awareness to look for opportunities to use data insights to provide additional value (revenue increasing/cost reducing/time saving) to the organisation.Provide expertise in using and developing data driven solutions.Maintain clear and coherent communication, both verbal and written, to understand data needs and report results.Provide training to the organisation when required.Other tasks as required and developed. Position, Qualifications and Requirements  Ability to translate data into commercial insights.Experience in database interrogation and analysis tools such as SQL (advanced SQL essential).Experience using Google Cloud Platform, BigQuery, Google Looker, Google DataQnA, Google Dialogflow, Google connected Gsheets, Google Data Studio would be a distinct advantage, but not essential, as we can provide training on these given toolsets.In line with the organisation’s Data Driven Enterprise goals, experience involving predictive analysis/pattern/trend analysis are advantageous but not essential.Experience with other comparative Business Intelligence tools.Experience of working in a large organisation in this role.Any experience within Liner shipping, would be an advantage, but not essential.The BI Developer will be proactive, motivated, and able to manage their workload independently.Excellent analytical and problem-solving skills.Exceptional communication and presentation skills to explain your work to people who don't understand the mechanics behind data analysis.Effective listening skills to understand the requirements of the business.Planning, time management and organisational skills.The ability to deliver under pressure and to tight deadlines.Great attention to detail.Team working skills and a collaborative approach to sharing ideas and finding solutions.","",""
"1628454164-1180","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=25","SQL Data Analyst - Harlow - 45,000","https://www.reed.co.uk/jobs/sql-data-analyst-harlow-45000/43342543?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","SQL Data Analyst - Harlow - 45,000","Langley James Limited","£30,000 - £45,000 per annum","Posted 13 July by 

                        Langley James Limited","SQL Data Analyst/ Report Writer is required by a growing and well-established manufacturing company based in Harlow. Due to an increase in demand for their services, they are looking to expand their small IT Team offering up to £45k. 

As the SQL Data Analyst/ Report Writer, you will be working closely with the development team creating detailed reports using SSRS and undertaking Database Administration when required. In addition, you will be liaising with both internal and extremal software  suppliers. The successful SQL Data Analyst will ensure maximum profitability from all systems within the company by producing high-quality reports for management. You may also be asked to help set up and link datasets from various departments to develop and  implement dashboards.

Key requirements  SQL Database AdministrationSSRS Report writingPower BISSIS SQL integration servicesSSAS SQL Analysis Services (Cube tabula data)T-SQL Store procedures - writing and troubleshooting.CTE - common table expressions This is an excellent opportunity for someone to join a company that truly values their staff and grow your career with them. Some of their team have been with them for over 15years!","26","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=26"
"1628454276-1223","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=24","Marketing Data Analyst - Not for profit","https://www.reed.co.uk/jobs/marketing-data-analyst-not-for-profit/43379399?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Marketing Data Analyst - Not for profit","Henry Nicholas Associates","£32,000 - £36,000 per annum","Posted 15 July by 

                        Henry Nicholas Associates","We're looking for an ambitious Marketing Data Analyst ideally with 3+ years' commercial marketing data and insight analysis experience. This is a fantastic opportunity to further your career by working in a role within the data and insight team, for a highly  established, not for profit organisation.

The experience we need.

- Minimum of 3 years' experience in a similar marketing analysis and marketing data and insight role
- Experience with FastStats or another automation / count tool
- Advanced knowledge of Excel - Use of PowerBI would be advantageous - Experience with SQL or SAS or SPSS would be ideal, but not essential as training can be given
- Highly numerate with a clear ability to present engaging marketing insight/data to determine decision making
- Experience working with CRM systems 
- Experience in managing and analysing large volumes of data both internally and externally
- Experience of using statistical and dash boarding tools
- Knowledge of GDPR

The role. 

This is a Marketing Data Analyst position, although the successful candidate may not come from a Marketing background. The right Marketing Data Analyst will take on responsibilities to develop market insight, analysis and reporting frameworks to provide vital  business and market insights. To help achieve this, you'll identify key sources of information, deliver customer insights and use analytical platforms to manage data sets to gain further insights. In addition you will have the opportunity to support key Directors  in identifying business trends and conditions. You'll also create and maintain a suite of reports and dashboards using relevant CRM systems and digital marketing platforms. 
You'll present data and insight to internal stakeholders and interpret qualitative and quantitative research findings in the context of database development and campaign planning activity.

The company.

As a Marketing Data Analyst you'll be working amongst a highly talented marketing and data team and you will report to the Analysis Manager on a day-to-day basis. This is a very well known not for profit organisation who offer a great working environment and  learning opportunities.

What you'll get in return.

- Opportunity to develop key marketing and data analytic skills
- A competitive salary and great benefit package including some flexible working
- Scope to make a real difference to how this not for profit organisation operate at a B2C level - Flexible working - with occasional trips to the office (once or twice per month) or more if you would rather

How to apply.

If this sounds of interest, then please click the apply button right away to send your CV through to Dan straight away.","",""
"1628454264-1218","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=24","Business Analyst - Banking - Data","https://www.reed.co.uk/jobs/business-analyst-banking-data/43514109?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Business Analyst - Banking - Data","CINQ PARTNERSHIP LTD","Salary negotiable","Posted 28 July by 

                        CINQ PARTNERSHIP LTD","Business Analyst - Banking - Data Our client, a Global Consultancy are looking for a Business Analyst with strong experience in data analysis and previous experience in working in a banking regulatory reporting change environment. Essential skills/experience: o The role is data heavy so a good understanding and experience of data analysis over and above (say) process analysis is required.
o Previous experience of working in a Regulatory Reporting Change environment is ideal.
o Knowledge of the regulatory landscape is required. While we are developing solutions for COREP, FINREP and LIQUIDITY, in particular, previous experience in using and/or developing Liquidity returns is required for this role.
o Banking product knowledge would be very useful.
o Solid BA and Team working","",""
"1628454715-1393","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=17","Data & Insight Analyst","https://www.reed.co.uk/jobs/data-insight-analyst/43386794?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Data & Insight Analyst","Broadstone Resourcing","Salary negotiable","Posted 16 July by 

                        Broadstone Resourcing","Data & Insight Analyst - Central London - Very competitive salary plus bonus and benefits My client, a global healthcare company based in Central London, is looking to recruit a Data & Insight Analyst. This is a key role in the development, and integration of data analytics and business intelligence necessary for supporting the mission, vision, strategies, objectives, and goals of the business. It is a fantastic opportunity  to join a global business with fantastic career opportunities. Key responsibilities:  Utilise qualitative and quantitative industry data to synthesize hypothesis, pilot proof of concepts, iterate solution to production and scale solution/ analysis across the organizationWorking proactively and cross functionally across the business to develop initiatives that deliver value using analytics and insight.Champion the use of data to support sourcing strategies while examining market channels and exploring innovative business opportunitiesSupport the compilation, analysis, and reporting of data to forecast trends, apply various analytical techniques (i.e. mathematical models and/or statistical techniques) to enable supplier and cost optimisation.Participate in the development of analytical products that compile, analyse, and report on data using multiple technologies; gather requirements and modelling criteria leveraging agile methodologyMaintain a robust, compliant and performant data and reporting environment including processes, people, and platforms.Recommend process changes to achieve minimal error rates. Track errors and improve process efficiencies.Develop and maintain strong relationships with key stakeholders, partners and internal clients Key skills:  Bachelor's Degree or equivalentDemonstrated consistent creative problem-solving capabilitiesOrganisational and project management skills are critical using a consultative approach.Time management, including ability to organise and prioritise work to consistently meet critical and/or conflicting daily deadlines while ensuring the highest level of accuracy.Strong attention to detail and follow-through.Proven ability to research, analyse and problem solve.Outstanding interpersonal and communication skills both written and verbal, flexible and adaptive to changes in the business.Ability to build positive working relationships with internal and external business partners and to influence a diverse set of stakeholders. Broadstone Resourcing Ltd acts as an Employment Agency and an Employment Business and all appointments will be made on merit alone.","",""
"1628454804-1427","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=16","Research and Data Analyst","https://www.reed.co.uk/jobs/research-and-data-analyst/43462549?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Research and Data Analyst","University Alliance","£30,000 - £35,000 per annum","Posted 23 July by 

                        University Alliance","Research and Data Analyst Based in UA's Central London touchdown space with flexibility to work from home University Alliance (UA) are looking for an experienced, enthusiastic and highly organised Research and Data Analyst to play a key role in providing research and data support to a small but energetic team. The role would suit a self-starter with excellent research skills, with a particular emphasis on statistical analysis. Experience of using data and evidence to influence policy, and higher education policy in particular, would be highly desirable. About the role - Analyse regular sector statistical releases and other key reports - Provide a range of desk-based research support for key projects, including literature reviews, briefing papers, published reports and press reports - Design, populate and maintain databases including UA member statistics, ensuring quality and relevance of data - Gather case studies from UA members and other key stakeholders About you - Excellent quantitative and qualitative research skills and experience of using a range of research techniques - Project management skills and experience of designing, managing and delivering high quality projects on time and budget - Excellent written, oral communication and presentation skills in a range of formats Salary: £30,000 - £35,000 p.a. pro rata for part-time and dependent on skills and experience Contract type: 12-month fixed term contract, 0.4 FTE Hours: Part-time (15 hrs per week) - flexible working pattern across the working week to be agreed with the line manager. Principal location of work: UA operates an agile working model where staff have the option to work the majority of the week remotely with access to a Central London 'touchdown’ space for times when physical presence is required or preferred for performing  job roles. Closing date: 11.59pm Monday 9th August 2021 Interview date: Interviews via MS Teams First interview: W/c 16th August 2021 Second interview: W/c 23rd August 2021 How to apply For further information and to apply, select the apply button and you will be taken to our website. This vacancy is being advertised by Webrecruit. The services advertised by Webrecruit are those of an Employment Agency. Other organisations may call this role Researcher, Data Analyst, Statistical Analyst, Research Analyst, Quantitative Data Analyst, or Qualitative Data Analyst.","",""
"1628454213-1201","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=25","Investment Data Analyst","https://www.reed.co.uk/jobs/investment-data-analyst/43623226?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Investment Data Analyst","eFinancial Careers","Competitive salary","Posted 2 days ago by 

                        eFinancial Careers","This exciting role will support the global front office investment management team by providing investment ready data in support of the portfolio management process. You will partner with Portfolio Managers, Traders, and Risk Management to set up and maintain  all aspects of security, pricing, index and counterparty data timely and accurately on internal systems. This role will will provide a springboard to other front office roles and is well recognised as a team with an excellent progression runway within the  company. You will work collaboratively with global counterparts and establish and maintain effective working relationships with clients, business partners, and data providers including Fixed Income, Equity, Risk, Risk and Operations. Communicate effectively  with clients and work to anticipate and exceed client expectations. Candidate requirements: Degree from a leading university, A*-B grades at A Level. CFA or studying towards Fixed income and or Equity knowledge Evidence of interaction with senior stakeholders  and ability to interact with PMs Asset management trade life cycle and operations knowledge Strong project management skills Excellent academics and evidence of self-development Strong VBA/Python and SQL skills are preferred but not essential. Knowledge of  Blackrock Aladdin is preferred but not essential. Location: London Salary: £50,000 - £60,000 plus generous bonus, benefits package and sponsorship for qualifications. Apply ASAP!Please note: Applicants must have the right to work in the UK; sponsorship is  unfortunately not provided.","",""
"1628454257-1215","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=24","Master Data / Data Analyst Specialist","https://www.reed.co.uk/jobs/master-data-data-analyst-specialist/43289176?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Master Data / Data Analyst Specialist","Gleeson Recruitment Group","£12.00 - £20.00 per hour, inc benefits","Posted 8 July by 

                        Gleeson Recruitment Group","Our client is a well-established, multi-national brand, with their Centre of Excellence based at their Windsor Offices. Due to a recent system implementation, our client requires a Master Data Specialist, to join their team on a 6 month interim basis. Ideally you will be available at short notice for interviews and be able to offer some recent experience, of working within a similar Master Data specialist role. This role sits within the finance team, and supports the wider finance team with a variety  of different duties.  You will ideally be able to commit to the initial 6 months and live fairly locally to the Windsor site. My client offers superb modern offices and plenty of free parking also. As the successful Master Data Specialist, your duties will be varied and will include: - Responsibility for maintaining processes on Master Data - Responsible for creating and maintaining Master Data - Provide trouble-shooting between external service providers and the business - Proactively work with various internal teams to manage the data and to continue to drive improvement within the business - Ensure that all accounting tasks relating to the data are adhered to within set timescales - Capture the root cause of the issues and propose solutions where needed The successful Master Data candidate will offer: - Previous experience of working in a similar Master Data role - Be able to cope with large volumes of data - Provide critical thinking and good negotiation skills - Preferably a Graduate - Be able to work independently - Provide strong communication skills to all internal contacts at all times This is a superb role, working for a global business, where no two days are the same! Ideally you will be available at short notice and be able to commit to the 6 month contract. By applying you will be registered as a candidate with Gleeson Recruitment Limited. Our Privacy Policy is available on our website and explains how we will use your data.","",""
"1628454972-1492","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=13","Data Business Analyst","https://www.reed.co.uk/jobs/data-business-analyst/43471566?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Data Business Analyst","Method Resourcing","£50,000 - £60,000 per annum","Posted 23 July by 

                        Method Resourcing","Data Business Analyst | eCommerce | BigQuery | Looker | London | £50,000 - £60,000 It's rare that you get to join a business right as they are about to boom, you find the perfect blend of energy and excitement from success alongside being one of the early members of a fantastic business. Method Resourcing have partnered with a business who have had a really successful last few years and are now in a state of massive growth and investment. If you are looking for an exciting new challenge with a well-defined project roadmap where you will  genuinely make a real difference then this is the role for you! You will be an experienced business analyst with confidence in managing stakeholders across all levels of the business, gathering requirements on complex projects and enacting real process improvement. You will ideally have a background within eCommerce in order to understand how the business operates but more so than this - we are looking for someone who has a strong understanding of Data Analytics departments and what can be achieved within reasonable  timelines. The business have invested heavily into data and see it as a real driver for future success. While you don't need to be technical to deliver in this role it is worth noting that the technologies that they work with include;  BigQueryDBTLookerSQL If you want to establish a data strategy, be an integral part of a growing business and work with a company that sees data as the driving force for their success then apply for more information! The role offers flexible working with a remote start and eventual hybrid return to their central London office. The starting salary is £50,000 - £60,000 with the wider package including 10% bonus, private medical, 25 days holiday and 9% pension among other  great benefits. Please apply or reach out to Sam Doney at Method Resourcing for more information. Data Business Analyst | eCommerce | BigQuery | Looker | London | £50,000 - £60,000","",""
"1628455107-1544","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=11","Senior Data Analyst","https://www.reed.co.uk/jobs/senior-data-analyst/43440462?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Senior Data Analyst","Wilmington Plc","£35,000 - £45,000 per annum","Posted 21 July by 

                        Wilmington Plc","Wilmington PLC are looking for a Senior Data Analyst

Senior Data Analyst
Location: UK Homebased
Salary: £35k - £45k DOE
Term: Full Time, Permanent

Why do we want you? You love working with healthcare related data and you love using Excel to an advanced level to present it! You have working experience of manipulating, analysing and presenting large amounts of Healthcare related data which you have gained since completing your degree or equivalent in a quantitative subject. You've gained advanced Excel skill and if you have  experience using SQL & Tableau or similar that would be a huge bonus for us! If you have a passion for transforming data into insight, why not read on. A bit about us.
Wilmington plc is a company with a difference. Over the years we’ve grown by acquisition and as such we have many unique businesses in our portfolio. Wilmington Healthcare is one of them! Wilmington Healthcare, is a market leading provider of healthcare data, education, news and information resources with outstanding analytics capabilities. We provide our clients with market leading insight into local health economies, complemented by increased  access to senior health stakeholders and the wider NHS enabling improved outcomes for patients. Our leading insight and news service, the Health Service Journal, provides the most influential people in health with vital intelligence, analysis and advice. Join our teams in London and Basildon to be part of our exciting journey. Main Purpose of Role
As a Senior Analyst, you support the Solutions Consultant in all aspects scheduling and production for our evolving and growing Specialist Share Data offering. Key responsibilities include:
- Work as part of a team to deliver Specialty Share Data accurately & on time by continually working with the other members of the SSD team, the Commercial team, and our off shore team
- Ensure client satisfaction with the offering by
- Ensuring deliverables are accurate and on time
- Developing engaging dashboards
- Co-ordinating the response to client queries
- Offering development
- Spot client and market trends and act on them where necessary.
- Maintain a strong understanding of competitors’ products, data sources, solutions, activities and initiatives. Skills and Experience Required
- Experience in business information/market research/customer insights etc. - ideally within UK pharmaceutical industry
- High level of expertise in Excel - including advance analytics and dashboard development
- College degree in quantitative disciple - mathematics/statistics/computing/operational research/data science/epidemiology/biostatistics or any other discipline with strong quantitative emphasis
- Familiarity with basis statistical concepts
- Experience of working with SQL
- Experience with Tableau - desirable As a portfolio Company, we are all different at Wilmington. We understand the power of bringing difference together and we celebrate the innovation and creativity it brings through diverse experience, knowledge, and perspectives.","",""
"1628455530-1687","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=7","Data Analyst","https://www.reed.co.uk/jobs/data-analyst/43508697?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Data Analyst","Hastings Direct","Salary negotiable","Posted 28 July by 

                        Hastings Direct","Our vision is to become the best and biggest digital insurer, and as we continue to grow through the power of data and digital trends were looking for an analytical and innovative analyst to drive commercial value & change.

The Role

A great opportunity to develop real analytical skills, reporting directly into our Pricing Manager you will be directly involved in a mix of projects to drive forward our pricing sophistication.

With no two days being the same, you'll be working with large volumes of data to develop sophisticated price elasticity models, conducting exploratory analysis into our existing pricing approaches, and applying state-of-the-art methods to optimize customers'  prices.

You will be applying cutting edge techniques and collaborating with some of the sharpest minds in the industry to effectively deliver our prices to our customers.

Your remit will include the following:
  Review of pricing performance & modelling structure to find new opportunities, actioning our insights to drive business valueDevelopment of pricing & discounting strategic projects, from inception through to implementation and then iteration on resultsEngaging stakeholders throughout the business, gaining feedback & buy-in on the chosen approach as tests are developedCreating professional presentations on our test performance & strategy for senior colleaguesEstablish, manage and hold relationships with key partners and relevant peers throughout Commercial and other directly relevant business areas, What we're looking for:

As a leading insurer, this role is critical to our commercial delivery and success, it will be exciting, busy, varied and challenging so a hands-on approach is key. We are looking for a candidate with strong STEM background and an analytical and statistical  mindset. You will have the opportunity to gain experience within the pricing and insurance market, working within a data science focused area of the business.

We would like you to have experience working with R, SQL, Python or Matlab for analytical and statistical projects and in presenting analytical results with the ability to grasp complicated concepts translating them to meet the needs of a broad range of audiences.
 Benefits for you: Please find some of the great benefits we offer here at Hastings Direct;
  Highly competitive basic salaryFlexible working 1-2 days a week from homeUp to 5% bonus earning potential25 days holidayLife assuranceCompetitive pensionDiscounted Hastings Direct products Hastings Group is an equal opportunities employer which means we treat people fairly. We welcome applications from all suitably skilled persons regardless of their gender, age, race, disability, ethnic background, religion/belief, sexual orientation, gender  reassignment or marital/family status. Please also note that we have a thorough referencing process, which includes credit and criminal record checks.","",""
"1628454817-1432","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=16","Junior Data Analyst","https://www.reed.co.uk/jobs/junior-data-analyst/43532682?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Junior Data Analyst","Identify Solutions","Salary negotiable","Posted 30 July by 

                        Identify Solutions","Junior Data/Insights Analyst At Identify Solutions, we partner with Tech Start and Scale-ups around the world to facilitate their growth plans. From highly intuitive, AI driven platforms, to FinTech SaaS based solutions, no requirement is the same. We apply a hybridised, integrated Talent Partnership’ model, to enable our clients to scale, throughout their entire lifecycle; We require high attention to detail to add this insight onto our CRM, as well as run reports and visualise critical information. We use a mixture of Excel and (and soon to be) Power BI to build useful virtualisations. Our senior leadership team are working towards the productization of a groundbreaking, data driven 'Talent Intelligence Service’. This data focused service will arm brands across the world with an exclusive Insight into Talent Markets, enabling them to confidently  make critical decisions across Technology of choice, location feasibility, diversity planning etc. Who are we looking for? Ideally, you are a highly analytical, detail orientated, organised and creative problem solver, who relishes maximizing the power of data, whilst having fun along the way. Snapshot of role details:  Working both externally with clients, and internally with consultants to utilise data to solve business critical challengesInputting highly accurate insight analysis into our CRM database and also externally to clients via heatmapCompress data via the use of Excel, to build data visualisations #Sensitivity checking documentation. # Manage multiple projects simultaneouslyWorking within our fast paced environment ensuring that the service is accurate and consistentLiaise closely with internal and external stake holders, across analytics projectsHelp towards contributing to the data strategy of Identify SolutionsHelp capture data from multiple sources, which forms the basis of various analytics and benchmarking projectsCollaborate with our consultants on Sourcing Strategies for Passive Talent Present findings on Market Insight to both our Internal team and 3rd party stakeholders Formulate new research methods on how to analyse and interpret existing data sets Contribute to our initiatives to promote diversity and inclusion across all processes relating to recruitment  Essential Skills & Experience  Strong written and verbal communication Attention to detail Solid Microsoft Excel experience Expertise scraping data Desirable   Experience creating workflows with Microsoft Power Automate Power BI/Other Business Intelligence toolsWeb Scraping ExperienceExperience of building dashboards Sound interesting? Apply today to find out more!","",""
"1628454531-1321","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=20","Technical Data Analyst","https://www.reed.co.uk/jobs/technical-data-analyst/43463818?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Technical Data Analyst","Greencore","Salary negotiable","Posted 23 July by 
                                Greencore","Greencore Boston are currently looking for a Technical Officer to support the delivery of the site complaints and microbiological systems and to deliver the required information and reports in relation to them.  Troubleshoot the Data Capture system performance on a day to day basis and write/introduce new procedures as required to ensure that there is no break in data records and data integrity is maintained at all times.Collate and report on compliance with the complaints and microbiological systems to ensure that these manufacturing unit processes are audit ready at all timesAllocate each customer complaint to the appropriate person for action and track its progress through the process to ensure that complaints are dealt with in a timely manner and in accordance with the procedures.Collate, analyse and present technical reports or answers to ad hoc questions to provide internal and external stakeholders with the appropriate level and frequency of information required to deliver their objectives.Actively manage the technical databases, both day to day and ongoing developments, to ensure data accuracy, ability to deliver reporting requirements and forward planning to update in line with operational or technical requirementsAttend established business networks across the division and group, internal forums and customer meetings to share the requested results and analysisUpdate all Raw Material information systems to ensure that the latest information is available to anyone who interrogates the systemMaintain Greencore and Customer central KPI to ensure that reporting requirements are compliant with the appropriate protocols and support in the preparation for and the delivery of such information during technical auditsLiaise with site QA, Process and NPD to ensure nutritional testing is done to meet launch deadlines and nutritional schedulesAbility to use web based lab system in order to prepare micro and nutritional reportsIt would be useful to have familiarity with customer portals and functionality e.g. Evolve, Mcreate, Mycore, WPP, Spar – training will be given.Liaise with site teams to ensure all hygiene swabbing is done as per schedules ( Micro, Allergens, Meat species, ATP ) and sufficient stock of testing kits is maintained. Why Greencore?
You may not have heard of us, but we’re sure you’ve tried our products. We’re a vibrant, fast-paced leading food manufacturer. Employing 12,200 colleagues across 16 world-class manufacturing sites and 18 distribution depots across the UK. We supply  all the UK’s food retailers with everything from Sandwiches, soups and sushi to cooking sauces, pickles and ready meals. Here in Boston we employ around 400 colleagues and produce ready to eat salads, prepared vegetables and snacks for many of the major retailers such as Coop, Boots, Greggs, Costco, Spar and BOL. ­­­­­­­ What we’re looking for 
 Degree calibre capability in Information Technology with specialist knowledge of databases and data analysis techniques and competent with large and complex data setsProblem solving and decision-making skillsAdvanced knowledge of Excel, Word, Outlook, PowerPoint and ability to learn new systems quicklyKnowledge of statistical Process Control techniquesStrong written and verbal communication skillsExperience in chilled food manufacturing would be an advantage but is not essential If this sounds like you, join us and grow with Greencore, and be a part of driving our future success. What you’ll get in return 
 Competitive salary and job-related benefitsHolidaysPension up to 8% matchedCompany share save schemeGreencore QualificationsExclusive Greencore employee discount platform Throughout your time at Greencore, you will be supported with on the job training and development opportunities to further your career.","",""
"1628454928-1475","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=14","Digital Data Analyst","https://www.reed.co.uk/jobs/digital-data-analyst/43266260?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Digital Data Analyst","ADLIB","£275.00 - £300.00 per day","Posted 6 July by 

                        ADLIB","Digital Data Analyst
 Excellent opportunity to get some international experience.Work with some interesting clients.Fully remote or relocate to Dubai. 
Excellent opportunity to join a forward thinking, human centred digital solutions business based in the UAE. The company have some ongoing projects with some big clients and need a Digital Data Specialist to work hands on and provide some account management. 

What you’ll be doing

You will face off to the agency's clients and will support across a range of digital & data projects. The work will be a combination of Google Analytics regular & ad hoc reporting, some tag management & maintenance as well as some dashboarding & data visualisation  work. 

What experience you’ll need to apply
  Google Analytics experience.Minimum of 2 year’s experience working within a data driven marketing function.Experience with SQL to pull and manipulate data.Experience using Power BI, Tableau or QlikView.Strong communication skills.Experience of statistical modelling using one of R / Python a nice to have. What you’ll get in return for your experience

A competitive day rate outside of IR35 of £300 per day.
Fully remote or relocate to Dubai.

What’s next?

Please get in touch with Alex with an up to date CV today. Don’t hesitate to call / email to discuss the finer details.","",""
